speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
María Soraya Rodríguez Ramos,"[{'topic': 'war and aggression', 'confidence': 0.9}, {'topic': 'international law', 'confidence': 0.7}]","[{'name': 'Vladimir Putin', 'entity_type': 'person'}, {'name': 'Kremlin', 'entity_type': 'organization'}]",negative,The speaker demands that EU member states introduce the crime of aggression into their national laws to hold Putin and his government accountable for the invasion of Ukraine.,304,2022-05-19,2022," – Señor presidente, ¿quién es el responsable último de esta guerra, de tanto sufrimiento? Pues aquel que, controlando la acción política o militar de un Estado, planifica, decide y ordena una invasión militar contra otro Estado soberano: artículo 8 bis del Estatuto de Roma. No cabe duda, Putin y la cúpula criminal del Kremlin son los responsables de este crimen de agresión. Nosotros tenemos la obligación de que no quede impune. Por eso, en esta Resolución pedimos que los Estados miembros introd",ALDE,,center
Christian Ehler,"[{'topic': 'European integration', 'confidence': 0.9}, {'topic': 'energy policy', 'confidence': 0.8}]","[{'name': 'Olaf', 'entity_type': 'person'}, {'name': 'Macron', 'entity_type': 'person'}, {'name': 'Spain', 'entity_type': 'location'}, {'name': 'France', 'entity_type': 'location'}]",positive,The speaker emphasizes the need for a united Europe to address energy policy issues.,305,2022-10-18,2022," – Herr Präsident, meine Damen und Herren! Es ist schon ein bisschen erschütternd: Wir spulen hier alle unsere alten Platten ab. Die Kommission betont, was sie alles machen wird, es hat aber noch nicht angefangen. Der Rat betont, was er machen wird. Er hat aber bei Artikel 122 sozusagen immer darauf gesetzt, dass die großen Jungs handeln – Olaf leiht Macron Energie, aber der gleiche Macron ist dann das Problem, warum es keine Leitungsverbindungen von Spanien nach Frankreich gibt, wir fordern den",PPE,,right
Marc Botenga,"[{'topic': 'colonialism', 'confidence': 0.9}, {'topic': 'neocolonialism', 'confidence': 0.8}, {'topic': 'human rights', 'confidence': 0.7}, {'topic': 'EU foreign policy', 'confidence': 0.6}, {'topic': 'global politics', 'confidence': 0.5}]","[{'name': 'European Union', 'entity_type': 'organization'}, {'name': 'Europe', 'entity_type': 'location'}, {'name': 'Africa', 'entity_type': 'location'}, {'name': 'Asia', 'entity_type': 'location'}, {'name': 'Latin America', 'entity_type': 'location'}]",negative,"The speaker criticizes the EU's neocolonialist attitude towards the rest of the world, drawing parallels with historical colonialism.",306,2022-10-17,2022,"on behalf of The Left Group. – Madam President, just quickly, dear colleagues, what’s the difference between a garden and a jungle? A garden is a nice place where civilised human beings walk around. A jungle is the heart of darkness where wild animals live. Now, many people in Africa, Asia, Latin America remember very well how in the name of civilisation, European colonialism treated them like wild animals, enslaving them, torturing them, and even exhibiting them in human zoos. Therefore, when t",GUE/NGL,,left
Angel Dzhambazki,"[{'topic': 'EU membership', 'confidence': 0.9}, {'topic': 'Bulgaria and Romania', 'confidence': 0.8}, {'topic': 'Schengen area', 'confidence': 0.8}, {'topic': 'economic interests', 'confidence': 0.6}]","[{'name': 'Bulgaria', 'entity_type': 'location'}, {'name': 'Romania', 'entity_type': 'location'}, {'name': 'Turkey', 'entity_type': 'location'}, {'name': 'Holland', 'entity_type': 'location'}]",negative,"The speaker criticizes the delay in Bulgaria and Romania's accession to the Schengen area, accusing some EU member states of pursuing their own economic interests.",307,2022-11-10,2022," – Г-жо Председател, подкрепих този доклад не само защото Хърватска е изпълнила всички условия и заслужава да бъде част от Шенгенското пространство, а и защото искам да напомня на тези държави членки, които продължават да нарушават правилата. Абсолютно лицемерно, двулично и нередно е те да спират по свои икономически причини Румъния и България от членство в Шенгенското пространство, защото те нарушавали договорите. 11 години България и Румъния изпълняват категорично всички изисквания на Шенгенск",ECR,,right
Alessandro Panza,"[{'topic': 'Ukraine crisis', 'confidence': 0.9}, {'topic': 'European Union support for refugees', 'confidence': 0.8}, {'topic': 'European Union budget', 'confidence': 0.7}, {'topic': 'energy costs', 'confidence': 0.6}, {'topic': 'crisis management', 'confidence': 0.5}]","[{'name': 'Alessandro Panza', 'entity_type': 'person'}, {'name': 'Putin', 'entity_type': 'person'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Poland', 'entity_type': 'location'}, {'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'EU', 'entity_type': 'organization'}]",positive,"The speaker, Alessandro Panza, supports the European Commission's proposal to provide aid to Ukrainian refugees and welcomes the flexibility and speed of the new instrument, while emphasizing the need to avoid expanding its scope and to consider the broader crisis context.",308,2022-03-24,2022,"a nome del gruppo ID. – Signora Presidente, onorevoli colleghi, signora Commissaria, la grave crisi umanitaria che sta colpendo l'Europa in queste settimane è un evento sconvolgente. La guerra di Putin ha obbligato milioni di donne e bambini ucraini a fuggire dalla loro terra sotto il suono delle sirene antiaeree e delle bombe. Le immagini drammatiche che vediamo al confine con la Polonia ci devono far riflettere e agire prontamente. Chi scappa da una guerra vera deve essere aiutato subito e sen",ID,,right
Siegfried Mureşan,"[{'topic': 'EU membership', 'confidence': 0.9}, {'topic': 'Ukraine', 'confidence': 0.8}, {'topic': 'European values', 'confidence': 0.7}, {'topic': 'Refugees', 'confidence': 0.6}, {'topic': 'Security', 'confidence': 0.5}]","[{'name': 'Siegfried Mureşan', 'entity_type': 'person'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Moldova', 'entity_type': 'location'}, {'name': 'European Council', 'entity_type': 'organization'}, {'name': 'European Parliament', 'entity_type': 'organization'}, {'name': 'President Michel', 'entity_type': 'person'}, {'name': 'Vice-President Šefčovič', 'entity_type': 'person'}]",positive,The European Parliament supports Ukraine and Moldova's EU membership and emphasizes the importance of acting quickly to provide benefits to these countries.,309,2022-07-06,2022,"on behalf of the PPE Group. – Mr President, President Michel, Vice—President Šefčovič, welcome back to the European Parliament.  The decision of the European Council to grant candidate status to Ukraine and the Republic of Moldova and to offer this perspective to Georgia, once it fulfils the conditions, was correct. This is a decision supported by the European Parliament and it corresponds to the expectations of the people in these countries.  The people of Ukraine are defending European values ",PPE,,right
Juan Fernando López Aguilar,"[{'topic': 'border incident', 'confidence': 0.9}, {'topic': 'human trafficking', 'confidence': 0.7}, {'topic': 'migration', 'confidence': 0.6}, {'topic': 'responsibility', 'confidence': 0.5}, {'topic': 'human rights', 'confidence': 0.4}]","[{'name': 'Johansson', 'entity_type': 'person'}, {'name': 'Marruecos', 'entity_type': 'location'}, {'name': 'Melilla', 'entity_type': 'location'}, {'name': 'Unión Europea', 'entity_type': 'organization'}]",negative,"The speaker demands an independent investigation into a tragic incident at the EU's external border and calls for shared responsibility, legal pathways, and an end to human trafficking.",310,2022-07-04,2022," – Señora presidenta, señora comisaria Johansson, un suceso en la frontera exterior de la Unión Europea que se salda con un balance de muertes todavía por determinar y abrumador es lamentable e inaceptable. Pero no ha pasado en Melilla, ha pasado al otro lado de la frontera entre España y Marruecos, es decir, de la frontera entre la entera Unión Europea y el entero continente africano. Y este Parlamento Europeo en su resolución, sin duda, tiene que exigir una investigación independiente, exhaust",S&D,,center
Loránt Vincze,"[{'topic': 'good administration', 'confidence': 0.9}, {'topic': 'multilingualism', 'confidence': 0.7}, {'topic': 'transparency', 'confidence': 0.6}, {'topic': 'democratic principles', 'confidence': 0.8}, {'topic': 'institutional roles', 'confidence': 0.9}]","[{'name': 'Ombudsman', 'entity_type': 'organization'}, {'name': 'Loránt Vincze', 'entity_type': 'person'}, {'name': 'Madam Ombudsman', 'entity_type': 'person'}, {'name': 'Irish', 'entity_type': 'language'}, {'name': 'Commission', 'entity_type': 'organization'}, {'name': 'OLAF', 'entity_type': 'organization'}, {'name': 'EPPO', 'entity_type': 'organization'}, {'name': ""Madam O'Reilly"", 'entity_type': 'person'}, {'name': 'European Ombudsman', 'entity_type': 'organization'}]",positive,The speaker praises the Ombudsman's efforts but expresses concerns about proposals that may alter the office's role and responsibilities.,311,2022-02-14,2022," – Madam President, I would like to thank Madam Ombudsman for her commitment to achieving the highest standards of good administration within the EU institutions. I am glad to see that the activities of the European Ombudsman gain more and more visibility. You updated and made the communication channels with the public more effective. I also applaud your engagement towards multilingualism, including Irish. It is of utmost importance that we reach citizens so that they know about their rights and",PPE,,right
Karlo Ressler,"[{'topic': 'digital transformation', 'confidence': 0.9}, {'topic': 'youth employment', 'confidence': 0.7}, {'topic': 'education', 'confidence': 0.6}, {'topic': 'future of Europe', 'confidence': 0.5}, {'topic': 'generational issues', 'confidence': 0.4}]","[{'name': 'Hrvatska', 'entity_type': 'location'}]",positive,"The speaker emphasizes the importance of preventing the creation of new lost generations in Europe and highlights the opportunities and challenges brought by digital transformation, particularly for young people.",312,2022-02-16,2022," – Poštovani predsjedavajući, povjereniče, kolegice i kolege, pandemijska neizvjesnost, pandemijska zatvaranja, online obrazovanje, sve slabiji izgledi za zapošljavanje, osamostaljivanje, ali i zasnivanje obitelji, pogodili su u protekle dvije godine našu generaciju, generaciju mladih, kao rijetko koju generaciju u posljednjim desetljećima. Zato sve politike i svi programi o kojima odlučujemo i ovdje u Europskom parlamentu, moraju spriječiti otvaranje i stvaranje nekakvih novih i izgubljenih gen",PPE,,right
Michaela Šojdrová,"[{'topic': 'migration', 'confidence': 0.9}, {'topic': 'Frontex', 'confidence': 0.7}, {'topic': 'human rights', 'confidence': 0.6}, {'topic': 'EU border control', 'confidence': 0.5}, {'topic': 'asylum seekers', 'confidence': 0.4}]","[{'name': 'Frontex', 'entity_type': 'organization'}, {'name': 'Putin', 'entity_type': 'person'}, {'name': 'Lesbos', 'entity_type': 'location'}, {'name': 'Greece', 'entity_type': 'location'}, {'name': 'Metadrasi', 'entity_type': 'organization'}, {'name': 'Iliaktida', 'entity_type': 'organization'}, {'name': 'Organizace na pomoc uprchlíkům', 'entity_type': 'organization'}]",positive,"The speaker emphasizes the importance of balancing EU border control with human rights and solidarity, highlighting the need for clear rules and support for asylum seekers.",313,2022-04-06,2022," – Paní předsedající, obrovská migrační vlna překvapila i východní hranici Evropské unie. A není to tedy již jen Řecko nebo Středomoří, ale jsou to i lidé, kteří prchají před ruskou agresí, a ti se stali zbraní proti Evropské unii v rukou Putina. Máme tady tisíce dalších uprchlíků v Evropské unii. A Frontex je agentura Evropské unie, které jsme svěřili bezpečnost a ochranu vnější hranice, posílili jsme její pravomoc i rozpočet. Měla by tedy pomáhat členským zemím zvládat migraci – i tu nelegální",PPE,,right
Sergey Lagodinsky,"[{'topic': 'LGBTIQ rights', 'confidence': 0.9}, {'topic': ""children's rights"", 'confidence': 0.8}, {'topic': 'parental rights', 'confidence': 0.7}, {'topic': 'European Union law', 'confidence': 0.6}, {'topic': 'European Court of Justice', 'confidence': 0.5}]","[{'name': 'Sara', 'entity_type': 'person'}, {'name': 'European Court of Justice', 'entity_type': 'organization'}]",negative,The speaker criticizes the EU's treatment of same-sex parents and urges the Commission to propose a law protecting their rights.,314,2022-11-23,2022," – Mr President, I wonder if anyone from Bulgarian authorities ever looked into the child’s eyes – into child Sara’s eyes or into eyes of other children who are affected like the one we’ve heard the story today as well, who is risking to end up as orphan because one parent is terminally ill and the other parent is not even recognised as a parent across the EU just because they are of same sex. Have you ever looked into children’s eyes? If you did, you would see children stripped of their rights,",Greens/EFA,,left
